K_ANALYTIC  0.8923490250                RATIO_ANALY 0.26132419
refine      k_err       k_err    k_ratioratio      ratio_err (ratio_ratio
           0    0.886982   536.70   4.00   0.260236   -0.00416       4.65
           1    0.891008   134.10   3.99   0.261090   -0.00090       3.65
           2    0.892013    33.58   3.95   0.261260   -0.00025       3.53
           3    0.892264     8.50   3.71   0.261306   -0.00007       4.34
           4    0.892326     2.29   2.55   0.261320   -0.00002       3.52
           5    0.892340     0.90   7.10   0.261323    0.00000       6.26
           6    0.892348     0.13#DIV/0!   0.261324    0.00000#DIV/0!    
