T,lef_fuel,lef_steel
0.112553E+04,0.252630E-01,0.108019E-01
0.112633E+04,0.252782E-01,0.108132E-01
0.112713E+04,0.252934E-01,0.108245E-01
0.112793E+04,0.253085E-01,0.108359E-01
0.112873E+04,0.253236E-01,0.108472E-01
0.112953E+04,0.253387E-01,0.108585E-01
0.113033E+04,0.253537E-01,0.108698E-01
0.113113E+04,0.253686E-01,0.108812E-01
0.113193E+04,0.253836E-01,0.108925E-01
0.113273E+04,0.253985E-01,0.109038E-01
0.113353E+04,0.254133E-01,0.109151E-01
0.113433E+04,0.254281E-01,0.109265E-01
0.113514E+04,0.254429E-01,0.109378E-01
0.113594E+04,0.254577E-01,0.109491E-01
0.113674E+04,0.254724E-01,0.109604E-01
0.113754E+04,0.254871E-01,0.109717E-01
0.113834E+04,0.255017E-01,0.109830E-01
0.113914E+04,0.255163E-01,0.109944E-01
0.113994E+04,0.255309E-01,0.110057E-01
0.114074E+04,0.255455E-01,0.110170E-01
0.114154E+04,0.255600E-01,0.110283E-01
0.114234E+04,0.255745E-01,0.110396E-01
0.114314E+04,0.255890E-01,0.110509E-01
0.114394E+04,0.256034E-01,0.110622E-01
0.114474E+04,0.256178E-01,0.110735E-01
0.114555E+04,0.256322E-01,0.110848E-01
0.114635E+04,0.256465E-01,0.110961E-01
0.114715E+04,0.256608E-01,0.111075E-01
0.114795E+04,0.256751E-01,0.111188E-01
0.114875E+04,0.256893E-01,0.111301E-01
0.114955E+04,0.257036E-01,0.111414E-01
0.115035E+04,0.257178E-01,0.111527E-01
0.115115E+04,0.257320E-01,0.111640E-01
0.115195E+04,0.257461E-01,0.111753E-01
0.115275E+04,0.257602E-01,0.111866E-01
0.115355E+04,0.257744E-01,0.111979E-01
0.115435E+04,0.257884E-01,0.112092E-01
0.115516E+04,0.258025E-01,0.112205E-01
0.115596E+04,0.258165E-01,0.112318E-01
0.115676E+04,0.258305E-01,0.112430E-01
0.115756E+04,0.258445E-01,0.112543E-01
0.115836E+04,0.258585E-01,0.112656E-01
0.115916E+04,0.258724E-01,0.112769E-01
0.115996E+04,0.258864E-01,0.112882E-01
0.116076E+04,0.259003E-01,0.112995E-01
0.116156E+04,0.259141E-01,0.113108E-01
0.116236E+04,0.259280E-01,0.113221E-01
0.116316E+04,0.259419E-01,0.113334E-01
0.116396E+04,0.259557E-01,0.113446E-01
0.116476E+04,0.259695E-01,0.113559E-01
0.116557E+04,0.259833E-01,0.113672E-01
0.116637E+04,0.259971E-01,0.113785E-01
0.116717E+04,0.260108E-01,0.113898E-01
0.116797E+04,0.260246E-01,0.114010E-01
0.116877E+04,0.260383E-01,0.114123E-01
0.116957E+04,0.260520E-01,0.114236E-01
0.117037E+04,0.260657E-01,0.114349E-01
0.117117E+04,0.260794E-01,0.114461E-01
0.117197E+04,0.260930E-01,0.114574E-01
0.117277E+04,0.261067E-01,0.114687E-01
0.117357E+04,0.261203E-01,0.114800E-01
0.117437E+04,0.261340E-01,0.114912E-01
0.117518E+04,0.261476E-01,0.115025E-01
0.117598E+04,0.261612E-01,0.115138E-01
0.117678E+04,0.261748E-01,0.115250E-01
0.117758E+04,0.261884E-01,0.115363E-01
0.117838E+04,0.262020E-01,0.115475E-01
0.117918E+04,0.262155E-01,0.115588E-01
0.117998E+04,0.262291E-01,0.115701E-01
0.118078E+04,0.262426E-01,0.115813E-01
0.118158E+04,0.262562E-01,0.115926E-01
0.118238E+04,0.262697E-01,0.116038E-01
0.118318E+04,0.262832E-01,0.116151E-01
0.118398E+04,0.262967E-01,0.116263E-01
0.118478E+04,0.263103E-01,0.116376E-01
0.118559E+04,0.263238E-01,0.116488E-01
0.118639E+04,0.263373E-01,0.116601E-01
0.118719E+04,0.263508E-01,0.116713E-01
0.118799E+04,0.263642E-01,0.116826E-01
0.118879E+04,0.263777E-01,0.116938E-01
0.118959E+04,0.263912E-01,0.117051E-01
0.119039E+04,0.264047E-01,0.117163E-01
0.119119E+04,0.264182E-01,0.117276E-01
0.119199E+04,0.264317E-01,0.117388E-01
0.119279E+04,0.264451E-01,0.117500E-01
0.119359E+04,0.264586E-01,0.117613E-01
0.119439E+04,0.264721E-01,0.117725E-01
0.119520E+04,0.264855E-01,0.117837E-01
0.119600E+04,0.264990E-01,0.117950E-01
0.119680E+04,0.265125E-01,0.118062E-01
0.119760E+04,0.265260E-01,0.118174E-01
0.119840E+04,0.265394E-01,0.118287E-01
0.119920E+04,0.265529E-01,0.118399E-01
0.120000E+04,0.265664E-01,0.118511E-01
