0.0,1.29538119949,1.29981356873,1.29532003436,1.29538122603
5.0,1.2953491114,1.29978101135,1.29528845261,1.29534869303
10.0,1.29531796847,1.29974990579,1.29525820625,1.29531840556
15.0,1.29528814255,1.29971916155,1.2952283928,1.295288155
20.0,1.29525824802,1.29968845653,1.29519899199,1.29525824164
25.0,1.29522865437,1.2996584567,1.29516977731,1.29522819526
30.0,1.2951993934,1.29962887173,1.29514050177,1.29519939482
35.0,1.29517049536,1.29959994265,1.29511243196,1.29517046299
40.0,1.2951414021,1.29957049085,1.29508374222,1.29514178817
45.0,1.29511354623,1.29954182136,1.29505629171,1.29511349636
50.0,1.2950855091,1.29951377018,1.2950286246,1.29508546783
55.0,1.29505784303,1.29948530868,1.29500131472,1.29505779278
60.0,1.29502997449,1.29945752552,1.29497377948,1.29503033517
65.0,1.29500310515,1.29942991051,1.29494727764,1.29500304251
70.0,1.29497622202,1.2994026408,1.29492076412,1.29497616574
75.0,1.29494913978,1.29937557508,1.29489398737,1.29494946953
80.0,1.29492266253,1.29934915496,1.2948691491,1.29492256042
85.0,1.29489697625,1.29932287153,1.29484563717,1.29489727594
90.0,1.2948728966,1.29929859758,1.29482414251,1.2948732268
95.0,1.29485051914,1.29927615615,1.29480420043,1.29485086685
100.0,1.29482984281,1.29925529285,1.29478610398,1.29483018905
