0.0,628.122,628.122,628.122,0.996429420468,0.996340792945,0.996365463668,0.996409629847,0.996445363042
5.0,640.439,632.589,633.586,0.996340792945,0.996252142675,0.996275957597,0.996321142482,0.996356781329
10.0,652.744,637.063,639.057,0.996252142675,0.996163582764,0.996186390911,0.996232749364,0.996268204776
15.0,664.985,641.545,644.538,0.996163582764,0.996075027181,0.996096891654,0.996144423176,0.996179686036
20.0,677.213,646.033,650.026,0.996075027181,0.99598647305,0.99600735836,0.996056109187,0.996091190069
25.0,689.448,650.55,655.55,0.99598647305,0.995897545166,0.99591780148,0.995967787042,0.996002713523
30.0,701.662,655.091,661.103,0.995897545166,0.995808815548,0.995827836296,0.995879061723,0.995913834957
35.0,713.847,659.621,666.642,0.995808815548,0.995720443742,0.995738123521,0.995790536385,0.995825130774
40.0,726.026,664.157,672.187,0.995720443742,0.995634007513,0.995648594272,0.995702406987,0.995736861341
45.0,738.197,668.724,677.77,0.995634007513,0.995554470811,0.995561044692,0.995617433323,0.995650480538
50.0,750.316,673.295,683.359,0.995554470811,0.995482644326,0.995480371757,0.995540294297,0.995570997166
55.0,762.423,677.844,688.919,0.995482644326,0.995416552548,0.995407359236,0.995470530933,0.99549921619
60.0,774.552,682.408,694.497,0.995416552548,0.995354111782,0.995340010307,0.995406188286,0.995433163796
65.0,786.618,687.005,700.116,0.995354111782,0.995295001865,0.995276385445,0.995345360739,0.995370729967
70.0,798.721,691.597,705.728,0.995295001865,0.995237660827,0.995216002881,0.995287639229,0.995311691767
75.0,810.756,696.171,711.316,0.995237660827,0.995181625649,0.995157453959,0.995231344799,0.995254343967
80.0,822.828,700.787,716.957,0.995181625649,0.995125271822,0.995100008198,0.99517584908,0.995198331947
85.0,834.891,705.38,722.568,0.995125271822,0.995068203559,0.995042415787,0.995119881699,0.995142006311
90.0,846.887,709.995,728.207,0.995068203559,0.995010829171,0.994983867868,0.995063187763,0.995084947158
95.0,858.873,714.589,733.817,0.995010829171,0.994952136019,0.994925053045,0.995005880975,0.995027353126
100.0,870.852,719.181,739.426,0.994952136019,0.994892772184,0.994865046034,0.99494735868,0.994968689726
