0.0,628.122,628.122,628.122,0.996746633789,0.996615057056,0.996657089814,0.996717510662,0.996762307583
5.0,640.442,632.589,633.586,0.996615057056,0.996482934105,0.996523867918,0.996586101283,0.996630799026
10.0,652.75,637.055,639.047,0.996482934105,0.996350275743,0.996389977089,0.996454294694,0.996498736724
15.0,664.991,641.545,644.539,0.996350275743,0.996216966618,0.996255612305,0.996321938107,0.996366144744
20.0,677.223,646.034,650.028,0.996216966618,0.996082906988,0.996120383665,0.996188918401,0.996232892799
25.0,689.453,650.543,655.541,0.996082906988,0.995947352052,0.995984412551,0.996055144734,0.996098904332
30.0,701.66,655.087,661.098,0.995947352052,0.995811482128,0.995846861092,0.995920076945,0.995963623596
35.0,713.85,659.609,666.627,0.995811482128,0.995674172201,0.995708896555,0.995784462244,0.995827812042
40.0,726.025,664.157,672.188,0.995674172201,0.995536229908,0.995569465512,0.99564739811,0.99569055337
45.0,738.189,668.717,677.762,0.995536229908,0.995397554075,0.995429261232,0.995509844068,0.995552670978
50.0,750.324,673.28,683.342,0.995397554075,0.995258523853,0.99528827712,0.995371689823,0.995414070314
55.0,762.422,677.854,688.933,0.995258523853,0.995118512277,0.995146923276,0.995233092298,0.995275070579
60.0,774.532,682.421,694.515,0.995118512277,0.99497769256,0.995004494651,0.995093507917,0.995135123938
65.0,786.619,687.012,700.126,0.99497769256,0.994835181451,0.994861176483,0.994953053189,0.994994329595
70.0,798.691,691.611,705.747,0.994835181451,0.994691645993,0.994716061362,0.994810907572,0.994851886361
75.0,810.78,696.185,711.337,0.994691645993,0.994546157561,0.994569858226,0.994667719206,0.994708421299
80.0,822.8,700.768,716.936,0.994546157561,0.994399378315,0.994421770286,0.994522342234,0.994562736677
85.0,834.847,705.386,722.58,0.994399378315,0.994251207307,0.994272205419,0.994375922931,0.994416019757
90.0,846.851,709.995,728.21,0.994251207307,0.994101213411,0.994121054148,0.994228115544,0.994267895963
95.0,858.817,714.592,733.826,0.994101213411,0.993949311876,0.993968133229,0.994078478926,0.994117967051
100.0,870.799,719.193,739.446,0.993949311876,0.993795707706,0.993813296232,0.993926881459,0.993966071679
